Title,Author,Language,Year
"Addha-Nari; ou, L'occultisme dans l'Inde antique. Védisme, littérature hindoue, mythes, religions ... [etc.]","Bosc, Ernest, 1837-",French,1893
"Our ancient brethren, the originators of freemasonry,","Castells, F. de P. (Francis de Paula)",English,1932
"Regeneration; being part II of The temple of the rosy cross,","Dowd, F. B. (Freeman Benjamin)",English,1900
"The Rosicrucian philosophy according to the Rosicrucian creed,","Plummer, George Winslow, 1876-1944.",English,1940
"Pansophic way of light,","Tränker, Heinrich.",English,1936
"Los Rosacruces y sus enseñanzas. Publicación de la ""Fraternidad Rosa Cruz de la América del Sur.""","Clymer, R. Swinburne (Reuben Swinburne), 1878-",Spanish,1947
"Book four,","Crowley, Aleister, 1875-1947.",English,1913
Storia e dottrina dei Rosa-Croce.,"Sédir, Paul, 1871-1926.",Italian,1949
L'ombre ideale de la sagesse universelle.,"Sabbathier, R. P. Esprit.",French,1897
"Consciously creating circumstances,","Plummer, George Winslow, 1876-1944.",English,1946
"Lamp of the soul; the cosmic purpose of man, as disclosed by the fundamental wisdom of all races, is to develop a conscious soul. The factors, methods, and causal means involved in realizing this state, and the findings of modern sciences and philosophy connected therewith, are herein discussed.","McDaniel, Ivan G., 1891-",English,1942
L'illuminisme en France (1767-1774). Martines de Pasqually; sa vie--ses pratiques magiques--son œuvre-- ses disciples; suivis des catéchismes des Élus Coens. D'après des documents entièrement inédits,"Papus, 1865-1916.",French,1895
In the pronaos of the temple of wisdom. Containing the history of the true and the false Brothers of the Rose Cross.,"Hartmann, Franz, d. 1912.",English,1934
"Concepción Rosacruz del cosmos; o, Ciencia oculta cristiana ... Tratado elemental sobre la evolución pasada del hombre, su constitución actual y su futuro desarrollo,","Heindel, Max, 1865-1919.",Spanish,1912
"Rozekruisers cosmologie; of, Mystiek Christendom. Een eenvoudige verhandeling over de evolutie van den mensch in het verleden, zijn huidige samenstelling en zijn ontwikkeling in de toekomst,","Heindel, Max, 1865-1919.",Dutch,1913
"The Rosicrucian cosmo-conception; or, Mystic Christianity, an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1927
"The Rosicrucian cosmo-conception; or, Mystic Christianity. An elementary treatise upon man's past evolution, present constitution and future development. Its message and mission. A sane mind. A soft heart. A sound body.","Heindel, Max, 1865-1919.",English,1911
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elemenetary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1911
"Filosofia Rosacruz en preguntas y respuestas,","Heindel, Max, 1865-1919.",Spanish,1913
"The Rosicrucians, their rites and mysteries.","Jennings, Hargrave, 1817?-1890.",English,1928
"The Rosicrucian cosmo-conception, or, Mystic Christianity : an elementary treatise upon man's past evolution, present constitution and future development","Heindel, Max, 1865-1919.",English,1925
"Co-operative catalogue of manufacturers & exporters, with list of exporters & importers in Yokohama.",Yokohama-shi (Japan). Commercial and Industrial Museum.,English,1935
Instrvction a la France svr la verité de l'histoire des freres de la Roze-Croix [microform].,"Naudé, Gabriel, 1600-1653.",French,1623
"Die Drei; Zeitschrift für Wissenschaft, Kunst und soziales Leben.",,German,999
Bulletin,,English,1935
The Beacon.,,English,1922
Rays from the rose cross.,,English,1913
Rosicrucian digest.,,English,1921
The Temple artisan.,,English,1900
Tarantism in Madagascar.,"Neill, W. N.",English,1922
Fate.,,English,1948
Equinox.,,English,1909
"L'Évangile de Saint-Jean dans ses rapports avec les trois autres Évangiles et notamment avec celui de Saint Luc; quatorze conférences faites à Cassel, du 24 juin au 8 juillet 1909,","Steiner, Rudolf, 1861-1925.",French,1934
La science spirituelle dans ses rapports avec l'Apocalypse. Douze conférences faites en Juin 1908;,"Steiner, Rudolf, 1861-1925.",French,1945
Un chemin vers l'esprit; la science spirituelle anthroposophique.,"Coroze, Paul.",French,1945
L'Évangile de Saint Matthieu; douze conférences faites à Berne en septembre 1910.,"Steiner, Rudolf, 1861-1925.",French,1946
"La connaissance initiatique, l'évolution spirituelle et physique du monde et de l'humanité du point de vue de l'anthroposophie; treize conférences faites à Penmaenmawr (Angleterre) en août 1923.","Steiner, Rudolf, 1861-1925.",French,1946
L'Enfant et le cours de la vie [suivi de] Un programme d'éducation maternelle.,"Steiner, Rudolf, 1861-1925.",French,1946
Pierres de construction pour la connaissance du mystère du Golgotha; huit conférences faites en 1917.,"Steiner, Rudolf, 1861-1925.",French,1947
De Jesus au Christ; cycle de dix conférences faites du 5 au 15 oct. 1911.,"Steiner, Rudolf, 1861-1925.",French,1947
"L'initiation; ou, Comment acquérir des connaissances sur les mondes supérieurs?","Steiner, Rudolf, 1861-1925.",French,1948
Le mystère de la rédemption du corps.,"Coroze, Paul.",French,1948
"Le visage de la terre; le paysage, expression de la santé du sol;","Pfeiffer, Ehrenfried, 1899-1961.",French,1949
Théosophie [introduction à la connaissance suprasensible du monde et de la destinée de l'homme],"Steiner, Rudolf, 1861-1925.",French,1949
"Fécondité de la terre; méthode pour conserver ou rétablir la fertilité du sol, le principe bio-dynamique dans la nature.","Pfeiffer, Ehrenfried, 1899-1961.",French,1949
L'Évangile de Saint Jean: douze conférences faites à Hambourg du 18 au 31 mai 1908.,"Steiner, Rudolf, 1861-1925.",French,1950
Rudolf Steiner: une épopée de l'esprit au xxe siècle.  D'après des documents inédits.,"Rihouët-Coroze, Simonne.",French,1951
Anthroposophie; Wochenschrift für freies Geistesleben.,,German,1919
Chirothesian magazine.,,English,1932
The Galilean magazine.,,English,1941
Infinito;,,French,1912
Reality.,,English,1937
Mittheilungen.,Wissenschaftlicher Verein für Okkultismus in Wien.,German,1899
Anthroposophy : a quarterly review of spiritual science.,,English,1926
The Aries quarterly; an occult magazine.,,English,1938
L'Astrosophie; revue d'astrologie ésotérique et exotérique et des sciences physiques et occultes.,,French,1929
The Atlantis quarterly; a journal devoted to Atlantean and occult studies.,,English,1932
"""Austral-aquaria.""",,English,1929
Avys Teleois monthly.,,English,1933
Bulletin,,English,1925
Bulletin des Polaires.,"Groupe des Polaires, Paris.",French,1930
Candle light; a magazine of spiritual psychology.,,English,193
"The Channel; an international quarterly of occultism, spiritual philosophy of life, and the science of superphysical facts.",,English,1915
The Christian esoteric.,,English,1926
Mitteilungen ...,Deutsche Gesellschaft für Psychische Forschung.,German,1910
Kabbale messianique-socialisme chretien-spiritualisme experimentale-litterature et art.,Etoile (L). Revue Mensuelle.,French,1889
The Galahad lectures.,,English,1932
Hartmann's international directory of psychic science and spiritualism.,,English,1930
"Hartmann's who's who in occult, psychic and spiritual realms...in the United States and foreign countries.",,English,1925
The Initiates and the people.,,English,1928
The Initiates.,,English,193
"The Inner light; a symposium of current thought on science, philosophy and religion.",,English,1931
L'Isis moderne.,,French,1896
Bulletin.,University of London. Council for Psychical Investigation.,English,1935
Mercury; a journal of esoterism.,,English,1916
Mysteria; revue ... d'études initiatiques ...,,French,1913
The New liberator.,,English,1930
Liberation.,,English,194
The occult digest.,,English,1925
The Occult review.,,English,1905
Occulta; Brasil encyclopedia illustrada.,,Spanish,1938
Pansophic intellectualizer ...,,English,1935
Phalanx; a journal of philosophy and friendship.,,English,1908
The record,,English,1949
Monatsschrift.,Revalo Bund.,German,1925
Center bulletin.,"Rosicrucian Fellowship. Manhattan Center, New York.",English,1926
Rosicrucian quarterly.,,English,1939
"The Seer [microform] a ... review of astrosophy, astrology and of the psychic and occult sciences.",,English,1930
Simplified scientific ephemeris.,,English,1860
Tomorrow.,,English,1952
Zentralblatt für Okkultismus.,,German,1907
"L'univers, la terre et l'homme : leur nature et leur evolution : rapports de la mythologie egyptienne avec la civilisation contemporaine","Steiner, Rudolf, 1861-1925.",French,1950
